NASDAQ:PGTI,PGTI,PGT Innovations Inc.
NASDAQ:PGZ,PGZ,Principal Real Estate Income Fund Common Shares of Beneficial Interest
NASDAQ:PH,PH,Parker-Hannifin Corporation Common Stock
NASDAQ:PHAR,PHAR,Pharming Group N.V. ADS each representing 10 ordinary shares
NASDAQ:PHAS,PHAS,PhaseBio Pharmaceuticals Inc. Common Stock
NASDAQ:PHAT,PHAT,Phathom Pharmaceuticals Inc. Common Stock
NASDAQ:PHCF,PHCF,Puhui Wealth Investment Management Co. Ltd. Ordinary Shares
NASDAQ:PHD,PHD,Pioneer Floating Rate Fund Inc.
NASDAQ:PHG,PHG,Koninklijke Philips N.V. NY Registry Shares
NASDAQ:PHGE,PHGE,BiomX Inc. COmmon Stock
NASDAQ:PHI,PHI,PLDT Inc. Sponsored ADR
NASDAQ:PHIC,PHIC,Population Health Investment Co. Inc. Class A Ordinary Share
NASDAQ:PHICU,PHICU,Population Health Investment Co. Inc. Unit
NASDAQ:PHICW,PHICW,Population Health Investment Co. Inc. Warrant
NASDAQ:PHIO,PHIO,Phio Pharmaceuticals Corp. Common Stock
NASDAQ:PHIOW,PHIOW,Phio Pharmaceuticals Corp. Warrants expiring 12/21/2021
NASDAQ:PHK,PHK,Pimco High Income Fund Pimco High Income Fund
NASDAQ:PHM,PHM,PulteGroup Inc. Common Stock
NASDAQ:PHR,PHR,Phreesia Inc. Common Stock
NASDAQ:PHT,PHT,Pioneer High Income Fund Inc.
NASDAQ:PHUN,PHUN,Phunware Inc. Common Stock
NASDAQ:PHUNW,PHUNW,Phunware Inc. Warrants
NASDAQ:PHVS,PHVS,Pharvaris N.V. Ordinary Shares
NASDAQ:PHX,PHX,PHX Minerals Inc. Common Stock
NASDAQ:PI,PI,Impinj Inc. Common Stock
NASDAQ:PIAI,PIAI,Prime Impact Acquisition I Class A Ordinary Shares
NASDAQ:PII,PII,Polaris Inc. Common Stock
NASDAQ:PIM,PIM,Putnam Master Intermediate Income Trust Common Stock
NASDAQ:PINC,PINC,Premier Inc. Class A Common Stock
NASDAQ:PINE,PINE,Alpine Income Property Trust Inc. Common Stock
NASDAQ:PING,PING,Ping Identity Holding Corp. Common Stock
NASDAQ:PINS,PINS,Pinterest Inc. Class A Common Stock
NASDAQ:PIPP,PIPP,Pine Island Acquisition Corp. Class A Common Stock
NASDAQ:PIPR,PIPR,Piper Sandler Companies Common Stock
NASDAQ:PIRS,PIRS,Pieris Pharmaceuticals Inc. Common Stock
NASDAQ:PIXY,PIXY,ShiftPixy Inc. Common Stock
NASDAQ:PJT,PJT,PJT Partners Inc. Class A Common Stock
NASDAQ:PK,PK,Park Hotels & Resorts Inc. Common Stock
NASDAQ:PKBK,PKBK,Parke Bancorp Inc. Common Stock
NASDAQ:PKE,PKE,Park Aerospace Corp. Common Stock
NASDAQ:PKG,PKG,Packaging Corporation of America Common Stock
NASDAQ:PKI,PKI,PerkinElmer Inc. Common Stock
NASDAQ:PKO,PKO,Pimco Income Opportunity Fund Common Shares of Beneficial Interest
NASDAQ:PKOH,PKOH,Park-Ohio Holdings Corp. Common Stock
NASDAQ:PKX,PKX,POSCO Common Stock
NASDAQ:PLAB,PLAB,Photronics Inc. Common Stock
NASDAQ:PLAG,PLAG,Planet Green Holdings Corp. Common Stock
NASDAQ:PLAN,PLAN,Anaplan Inc. Common Stock
NASDAQ:PLAY,PLAY,Dave & Buster's Entertainment Inc. Common Stock
NASDAQ:PLBC,PLBC,Plumas Bancorp
NASDAQ:PLBY,PLBY,PLBY Group Inc. Common Stock
NASDAQ:PLCE,PLCE,Children's Place Inc. (The) Common Stock
NASDAQ:PLD,PLD,Prologis Inc. Common Stock
NASDAQ:PLG,PLG,Platinum Group Metals Ltd. Ordinary Shares (Canada)
NASDAQ:PLIN,PLIN,China Xiangtai Food Co. Ltd. Ordinary Shares
NASDAQ:PLL,PLL,Piedmont Lithium Inc. Common Stock
NASDAQ:PLM,PLM,Polymet Mining Corporation Ordinary Shares (Canada)
NASDAQ:PLMI,PLMI,Plum Acquisition Corp. I Class A Ordinary Share
NASDAQ:PLMIU,PLMIU,Plum Acquisition Corp. I Units
NASDAQ:PLMIW,PLMIW,Plum Acquisition Corp. I Warrant
NASDAQ:PLMR,PLMR,Palomar Holdings Inc. Common stock
NASDAQ:PLNT,PLNT,Planet Fitness Inc. Common Stock
NASDAQ:PLOW,PLOW,Douglas Dynamics Inc. Common Stock
NASDAQ:PLPC,PLPC,Preformed Line Products Company Common Stock
NASDAQ:PLRX,PLRX,Pliant Therapeutics Inc. Common Stock
NASDAQ:PLSE,PLSE,Pulse Biosciences Inc Common Stock (DE)
NASDAQ:PLTK,PLTK,Playtika Holding Corp. Common Stock
NASDAQ:PLTR,PLTR,Palantir Technologies Inc. Class A Common Stock
NASDAQ:PLUG,PLUG,Plug Power Inc. Common Stock
NASDAQ:PLUS,PLUS,ePlus inc. Common Stock
NASDAQ:PLX,PLX,Protalix BioTherapeutics Inc. (DE) Common Stock
NASDAQ:PLXP,PLXP,PLx Pharma Inc. Common Stock
NASDAQ:PLXS,PLXS,Plexus Corp. Common Stock
NASDAQ:PLYA,PLYA,Playa Hotels & Resorts N.V. Ordinary Shares
NASDAQ:PLYM,PLYM,Plymouth Industrial REIT Inc. Common Stock
NASDAQ:PLYM^A,PLYM^A,Plymouth Industrial REIT Inc. 7.50% Series A Cumulative Redeemable Preferred Stock
NASDAQ:PM,PM,Philip Morris International Inc Common Stock
NASDAQ:PMCB,PMCB,PharmaCyte Biotech Inc. Common Stock
NASDAQ:PMD,PMD,Psychemedics Corporation
NASDAQ:PME,PME,Pingtan Marine Enterprise Ltd.
NASDAQ:PMF,PMF,PIMCO Municipal Income Fund Common Stock
NASDAQ:PMGM,PMGM,Priveterra Acquisition Corp. Class A Common Stock
NASDAQ:PMGMU,PMGMU,Priveterra Acquisition Corp. Units
NASDAQ:PMGMW,PMGMW,Priveterra Acquisition Corp. Warrant
NASDAQ:PML,PML,Pimco Municipal Income Fund II Common Shares of Beneficial Interest
NASDAQ:PMM,PMM,Putnam Managed Municipal Income Trust Common Stock
NASDAQ:PMO,PMO,Putnam Municipal Opportunities Trust Common Stock
NASDAQ:PMT,PMT,PennyMac Mortgage Investment Trust Common Shares of Beneficial Interest
NASDAQ:PMT^A,PMT^A,PennyMac Mortgage Investment Trust 8.125% Series A Fixed-to-Floating Rate Cumulative Redeemable Preferred Shares of Beneficial Interest
NASDAQ:PMT^B,PMT^B,PennyMac Mortgage Investment Trust 8.00% Series B Fixed-to-Floating Rate Cumulative Redeemable Preferred Shares of Beneficial Interest
NASDAQ:PMT^C,PMT^C,PennyMac Mortgage Investment Trust 6.75% Series C Cumulative Redeemable Preferred Shares of Beneficial Interest
NASDAQ:PMTS,PMTS,CPI Card Group Inc. Common Stock
NASDAQ:PMVC,PMVC,PMV Consumer Acquisition Corp. Class A Common Stock
NASDAQ:PMVP,PMVP,PMV Pharmaceuticals Inc. Common Stock
NASDAQ:PMX,PMX,PIMCO Municipal Income Fund III Common Shares of Beneficial Interest
NASDAQ:PNBK,PNBK,Patriot National Bancorp Inc. Common Stock
NASDAQ:PNC,PNC,PNC Financial Services Group Inc. (The) Common Stock
NASDAQ:PNC^P,PNC^P,PNC Financial Services Group Inc. (The) Depositary Shares Representing 1/4000th Perpetual Preferred Series P
NASDAQ:PNF,PNF,PIMCO New York Municipal Income Fund Common Stock
NASDAQ:PNFP,PNFP,Pinnacle Financial Partners Inc. Common Stock
NASDAQ:PNFPP,PNFPP,Pinnacle Financial Partners Inc. Depositary shares of Pinnacle Financial Partners Inc. each representing a 1/40th Interest in a share of its 6.75% Fixed-Rate Non-Cumulative Perpetual Preferred Stock Series B
NASDAQ:PNI,PNI,Pimco New York Municipal Income Fund II Common Shares of Beneficial Interest
NASDAQ:PNM,PNM,PNM Resources Inc. (Holding Co.) Common Stock
NASDAQ:PNNT,PNNT,PennantPark Investment Corporation Common Stock
NASDAQ:PNNTG,PNNTG,PennantPark Investment Corporation 5.50% Notes Due 2024
NASDAQ:PNR,PNR,Pentair plc. Ordinary Share
NASDAQ:PNRG,PNRG,PrimeEnergy Resources Corporation Common Stock
NASDAQ:PNT,PNT,POINT Biopharma Global Inc. Common Stock
NASDAQ:PNTG,PNTG,The Pennant Group Inc. Common Stock
NASDAQ:PNTM,PNTM,Pontem Corporation Class A Ordinary Shares
NASDAQ:PNW,PNW,Pinnacle West Capital Corporation Common Stock
NASDAQ:POAI,POAI,Predictive Oncology Inc. Common Stock
NASDAQ:PODD,PODD,Insulet Corporation Common Stock
NASDAQ:POLA,POLA,Polar Power Inc. Common Stock
NASDAQ:POLY,POLY,Plantronics Inc. Common Stock
NASDAQ:POND,POND,Angel Pond Holdings Corporation Class A Ordinary Shares
NASDAQ:PONO,PONO,Pono Capital Corp Class A Common Stock
NASDAQ:PONOU,PONOU,Pono Capital Corp Unit
NASDAQ:PONOW,PONOW,Pono Capital Corp Warrant
NASDAQ:POOL,POOL,Pool Corporation Common Stock
NASDAQ:POR,POR,Portland General Electric Co Common Stock
NASDAQ:POSH,POSH,Poshmark Inc. Class A Common Stock
NASDAQ:POST,POST,Post Holdings Inc. Common Stock
NASDAQ:POW,POW,Powered Brands Class A Ordinary Shares
NASDAQ:POWI,POWI,Power Integrations Inc. Common Stock
NASDAQ:POWL,POWL,Powell Industries Inc. Common Stock
NASDAQ:POWRU,POWRU,Powered Brands Units
NASDAQ:POWRW,POWRW,Powered Brands Warrants
NASDAQ:POWW,POWW,AMMO Inc. Common Stock
NASDAQ:POWWP,POWWP,AMMO Inc. 8.75% Series A Cumulative Redeemable Perpetual Preferred Stock
NASDAQ:PPBI,PPBI,Pacific Premier Bancorp Inc
NASDAQ:PPBT,PPBT,Purple Biotech Ltd. American Depositary Shares
NASDAQ:PPC,PPC,Pilgrim's Pride Corporation Common Stock
NASDAQ:PPD,PPD,PPD Inc. Common Stock
NASDAQ:PPG,PPG,PPG Industries Inc. Common Stock
NASDAQ:PPGH,PPGH,Poema Global Holdings Corp. Class A Ordinary Share
NASDAQ:PPGHU,PPGHU,Poema Global Holdings Corp. Unit
NASDAQ:PPGHW,PPGHW,Poema Global Holdings Corp. Warrant
NASDAQ:PPHP,PPHP,PHP Ventures Acquisition Corp. Class A Common Stock
NASDAQ:PPHPR,PPHPR,PHP Ventures Acquisition Corp. Rights
NASDAQ:PPHPW,PPHPW,PHP Ventures Acquisition Corp. Warrants
NASDAQ:PPIH,PPIH,Perma-Pipe International Holdings Inc. Common Stock
NASDAQ:PPL,PPL,PPL Corporation Common Stock
NASDAQ:PPSI,PPSI,Pioneer Power Solutions Inc. Common Stock
NASDAQ:PPT,PPT,Putnam Premier Income Trust Common Stock
NASDAQ:PPTA,PPTA,Perpetua Resources Corp. Common Shares
NASDAQ:PRA,PRA,ProAssurance Corporation Common Stock
NASDAQ:PRAA,PRAA,PRA Group Inc. Common Stock
NASDAQ:PRAX,PRAX,Praxis Precision Medicines Inc. Common Stock
NASDAQ:PRCH,PRCH,Porch Group Inc. Common Stock
NASDAQ:PRCT,PRCT,PROCEPT BioRobotics Corporation Common Stock
NASDAQ:PRDO,PRDO,Perdoceo Education Corporation Common Stock
NASDAQ:PRE^J,PRE^J,PartnerRe Ltd. 4.875% Fixed Rate Non-Cumulative Redeemable Preferred Shares Series J
NASDAQ:PRFT,PRFT,Perficient Inc. Common Stock
NASDAQ:PRFX,PRFX,PainReform Ltd. Ordinary Shares
NASDAQ:PRG,PRG,PROG Holdings Inc. Common Stock
NASDAQ:PRGO,PRGO,Perrigo Company plc Ordinary Shares
NASDAQ:PRGS,PRGS,Progress Software Corporation Common Stock (DE)
NASDAQ:PRI,PRI,Primerica Inc. Common Stock
NASDAQ:PRIF^D,PRIF^D,Priority Income Fund Inc. 7.00% Series D Term Preferred Stock due 2029
NASDAQ:PRIF^F,PRIF^F,Priority Income Fund Inc. 6.625% Series F Term Preferred Stock due 2027
NASDAQ:PRIF^G,PRIF^G,Priority Income Fund Inc. 6.25% Series G Preferred Stock Due 2026
NASDAQ:PRIF^H,PRIF^H,Priority Income Fund Inc. 6.00% Series H Term Preferred Stock due 2026
NASDAQ:PRIF^I,PRIF^I,Priority Income Fund Inc. 6.125% Series I Term Preferred Stock due 2028
NASDAQ:PRIF^J,PRIF^J,Priority Income Fund Inc. 6.000% Series J Term Preferred Stock due 2028
NASDAQ:PRIF^K,PRIF^K,Priority Income Fund Inc. 7.000% Series K Cumulative Preferred Stock
NASDAQ:PRIM,PRIM,Primoris Services Corporation Common Stock
NASDAQ:PRK,PRK,Park National Corporation Common Stock
NASDAQ:PRLB,PRLB,Proto Labs Inc. Common stock
NASDAQ:PRLD,PRLD,Prelude Therapeutics Incorporated Common Stock
NASDAQ:PRMW,PRMW,Primo Water Corporation Common Stock
NASDAQ:PRO,PRO,PROS Holdings Inc. Common Stock
NASDAQ:PROC,PROC,Procaps Group S.A. Ordinary Shares
NASDAQ:PROCW,PROCW,Procaps Group S.A. Warrants
NASDAQ:PROF,PROF,Profound Medical Corp. Common Stock
NASDAQ:PROG,PROG,Progenity Inc. Common Stock
NASDAQ:PROV,PROV,Provident Financial Holdings Inc. Common Stock
NASDAQ:PRPB,PRPB,CC Neuberger Principal Holdings II Class A Ordinary Shares
NASDAQ:PRPC,PRPC,CC Neuberger Principal Holdings III Class A Ordinary Shares
NASDAQ:PRPH,PRPH,ProPhase Labs Inc. Common Stock (DE)
NASDAQ:PRPL,PRPL,Purple Innovation Inc. Common Stock
NASDAQ:PRPO,PRPO,Precipio Inc. Common Stock
NASDAQ:PRQR,PRQR,ProQR Therapeutics N.V. Ordinary Shares
NASDAQ:PRS,PRS,Prudential Financial Inc. 5.625% Junior Subordinated Notes due 2058
NASDAQ:PRSR,PRSR,Prospector Capital Corp. Class A Ordinary Shares
NASDAQ:PRSRU,PRSRU,Prospector Capital Corp. Unit
NASDAQ:PRSRW,PRSRW,Prospector Capital Corp. Warrants
NASDAQ:PRT,PRT,PermRock Royalty Trust Trust Units
NASDAQ:PRTA,PRTA,Prothena Corporation plc Ordinary Shares
NASDAQ:PRTC,PRTC,PureTech Health plc American Depositary Shares
NASDAQ:PRTG,PRTG,Portage Biotech Inc. Common Stock
NASDAQ:PRTH,PRTH,Priority Technology Holdings Inc. Common Stock
NASDAQ:PRTK,PRTK,Paratek Pharmaceuticals Inc. Common Stock
NASDAQ:PRTS,PRTS,CarParts.com Inc. Common Stock
NASDAQ:PRTY,PRTY,Party City Holdco Inc. Common Stock
NASDAQ:PRU,PRU,Prudential Financial Inc. Common Stock
NASDAQ:PRVA,PRVA,Privia Health Group Inc. Common Stock
NASDAQ:PRVB,PRVB,Provention Bio Inc. Common Stock
NASDAQ:PSA,PSA,Public Storage Common Stock
NASDAQ:PSA^E,PSA^E,Public Storage Depositary Shares Each Representing 1/1000 of a 4.90% Cumulative Preferred Share of Beneficial Interest Series E
NASDAQ:PSA^F,PSA^F,Public Storage Depositary Shares Each Representing 1/1000 of a 5.15% Cumulative Preferred Share of Beneficial Interest Series F par value $0.01 per share
NASDAQ:PSA^G,PSA^G,Public Storage Depositary Shares Each Representing 1/1000 of a 5.05% Cumulative Preferred Share of Beneficial Interest Series G
NASDAQ:PSA^H,PSA^H,Public Storage Depositary Shares Each Representing 1/1000 of a 5.60% Cumulative Preferred Share of Beneficial Interest Series H
NASDAQ:PSA^I,PSA^I,Public Storage Depositary Shares Each Representing 1/1000 of a 4.875% Cumulative Preferred Share of Beneficial Interest Series I par value $0.01 per share
NASDAQ:PSA^J,PSA^J,Public Storage Depositary Shares Each Representing 1/1000 of a 4.700% Cumulative Preferred Share of Beneficial Interest Series J par value $0.01 per share
NASDAQ:PSA^K,PSA^K,Public Storage Depositary Shares Each Representing 1/1000 of a 4.75% Cumulative Preferred Share of Beneficial Interest Series K
NASDAQ:PSA^L,PSA^L,Public Storage Depositary Shares Each Representing 1/1000 of a 4.625% Cumulative Preferred Share of Beneficial Interest Series L par value $0.01 per share
NASDAQ:PSA^M,PSA^M,Public Storage Depositary Shares Each Representing 1/1000 of a 4.125% Cumulative Preferred Share of Beneficial Interest Series M
NASDAQ:PSA^N,PSA^N,Public Storage Depositary Shares Each Representing 1/1000 of a 3.875% Cumulative Preferred Share of Beneficial Interest Series N
NASDAQ:PSA^O,PSA^O,Public Storage Depositary Shares Each Representing 1/1000 of a 3.900% Cumulative Preferred Share of Beneficial Interest Series O
NASDAQ:PSA^P,PSA^P,Public Storage Depositary Shares Each Representing 1/1000 of a 4.000% Cumulative Preferred Share of Bene cial Interest Series P
NASDAQ:PSA^Q,PSA^Q,Public Storage Depositary Shares Each Representing 1/1000 of a 3.950% Cumulative Preferred Share of Beneficial Interest Series Q par value $0.01 per share
NASDAQ:PSAG,PSAG,Property Solutions Acquisition Corporation II Class A Common Stock
NASDAQ:PSAGU,PSAGU,Property Solutions Acquisition Corporation II Units
NASDAQ:PSAGW,PSAGW,Property Solutions Acquisition Corporation II Warrant
NASDAQ:PSB,PSB,PS Business Parks Inc. (MD) Common Stock
NASDAQ:PSB^W,PSB^W,PS Business Parks Inc. Depositary Shares Each Representing 1/1000 of a Share of 5.20% Cumulative Preferred Stock Series W
NASDAQ:PSB^X,PSB^X,PS Business Parks Inc. Depositary Shares Each Representing 1/1000 of a Share of 5.25% Cumulative Preferred Stock Series X
NASDAQ:PSB^Y,PSB^Y,PS Business Parks Inc. 5.20% Cumulative Preferred Stock Series Y
NASDAQ:PSB^Z,PSB^Z,PS Business Parks Inc. Depositary Shares Each Representing 1/1000 of a Share of 4.875% Cumulative Preferred Stock Series Z par value $0.01 per share
NASDAQ:PSEC,PSEC,Prospect Capital Corporation Common Stock
NASDAQ:PSEC^A,PSEC^A,Prospect Capital Corporation 5.35% Series A Fixed Rate Cumulative Perpetual Preferred Stock
NASDAQ:PSF,PSF,Cohen & Steers Select Preferred and Income Fund Inc. Common Stock
NASDAQ:PSFE,PSFE,Paysafe Limited Common Shares
NASDAQ:PSHG,PSHG,Performance Shipping Inc. Common Shares
NASDAQ:PSMT,PSMT,PriceSmart Inc. Common Stock
NASDAQ:PSN,PSN,Parsons Corporation Common Stock
NASDAQ:PSNL,PSNL,Personalis Inc. Common Stock
NASDAQ:PSO,PSO,Pearson Plc Common Stock
NASDAQ:PSPC,PSPC,Post Holdings Partnering Corporation Series A Common Stock
NASDAQ:PSTG,PSTG,Pure Storage Inc. Class A Common Stock
NASDAQ:PSTH,PSTH,Pershing Square Tontine Holdings Ltd. Class A Common Stock
NASDAQ:PSTI,PSTI,Pluristem Therapeutics Inc. Common Stock
NASDAQ:PSTL,PSTL,Postal Realty Trust Inc. Class A Common Stock
NASDAQ:PSTV,PSTV,PLUS THERAPEUTICS Inc. Common Stock
NASDAQ:PSTX,PSTX,Poseida Therapeutics Inc. Common Stock
NASDAQ:PSX,PSX,Phillips 66 Common Stock
NASDAQ:PSXP,PSXP,Phillips 66 Partners LP Common Units representing limited partner interest in the Partnership
NASDAQ:PT,PT,Pintec Technology Holdings Limited American Depositary Shares
NASDAQ:PTA,PTA,Cohen & Steers Tax-Advantaged Preferred Securities and Income Fund Common Shares of Beneficial Interest
NASDAQ:PTC,PTC,PTC Inc. Common Stock
NASDAQ:PTCT,PTCT,PTC Therapeutics Inc. Common Stock
NASDAQ:PTE,PTE,PolarityTE Inc. Common Stock
NASDAQ:PTEN,PTEN,Patterson-UTI Energy Inc. Common Stock
NASDAQ:PTGX,PTGX,Protagonist Therapeutics Inc. Common Stock
NASDAQ:PTIC,PTIC,PropTech Investment Corporation II Class A Common Stock
NASDAQ:PTICU,PTICU,PropTech Investment Corporation II Unit
NASDAQ:PTICW,PTICW,PropTech Investment Corporation II Warrant
NASDAQ:PTIX,PTIX,Protagenic Therapeutics Inc. Common Stock
NASDAQ:PTIXW,PTIXW,Protagenic Therapeutics Inc. Warrant
NASDAQ:PTMN,PTMN,Portman Ridge Finance Corporation Common Stock
NASDAQ:PTN,PTN,Palatin Technologies Inc. Common Stock
NASDAQ:PTNR,PTNR,Partner Communications Company Ltd. American Depositary Shares
NASDAQ:PTOC,PTOC,Pine Technology Acquisition Corp. Class A Common Stock
NASDAQ:PTOCU,PTOCU,Pine Technology Acquisition Corp. Unit
NASDAQ:PTOCW,PTOCW,Pine Technology Acquisition Corp. Warrant
NASDAQ:PTON,PTON,Peloton Interactive Inc. Class A Common Stock
NASDAQ:PTPI,PTPI,Petros Pharmaceuticals Inc. Common Stock
NASDAQ:PTR,PTR,PetroChina Company Limited Common Stock
NASDAQ:PTRA,PTRA,Proterra Inc. Common Stock
NASDAQ:PTRAW,PTRAW,Proterra Inc. Warrant
NASDAQ:PTRS,PTRS,Partners Bancorp Common Stock
NASDAQ:PTSI,PTSI,P.A.M. Transportation Services Inc. Common Stock
NASDAQ:PTVE,PTVE,Pactiv Evergreen Inc. Common stock
NASDAQ:PTY,PTY,Pimco Corporate & Income Opportunity Fund
NASDAQ:PUBM,PUBM,PubMatic Inc. Class A Common Stock
NASDAQ:PUCK,PUCK,Goal Acquisitions Corp. Common Stock
NASDAQ:PUCKU,PUCKU,Goal Acquisitions Corp. Unit
NASDAQ:PUCKW,PUCKW,Goal Acquisitions Corp. Warrant
NASDAQ:PUK,PUK,Prudential Public Limited Company Common Stock
NASDAQ:PUK^,PUK^,Prudential Public Limited Company 6.75% Perpetual Subordinated Captial Security
NASDAQ:PUK^A,PUK^A,Prudential Public Limited Company 6.50% Perpetual Subordinated Capital Securities Exchangeable at the Issuer's Option Into Non-Cumulative Dollar Denominated Preference Shares
NASDAQ:PULM,PULM,Pulmatrix Inc. Common Stock
NASDAQ:PUMP,PUMP,ProPetro Holding Corp. Common Stock
NASDAQ:PUYI,PUYI,Puyi Inc. American Depository Shares
NASDAQ:PV,PV,Primavera Capital Acquisition Corporation Class A Ordinary Shares
NASDAQ:PVBC,PVBC,Provident Bancorp Inc. (MD) Common Stock
NASDAQ:PVG,PVG,Pretium Resources Inc. Ordinary Shares (Canada)
NASDAQ:PVH,PVH,PVH Corp. Common Stock
NASDAQ:PVL,PVL,Permianville Royalty Trust Trust Units
NASDAQ:PW,PW,Power REIT (MD) Common Stock
NASDAQ:PW^A,PW^A,Power REIT 7.75% Series A Cumulative Perpetual Preferred Stock
NASDAQ:PWFL,PWFL,PowerFleet Inc. Common Stock
NASDAQ:PWOD,PWOD,Penns Woods Bancorp Inc. Common Stock
NASDAQ:PWP,PWP,Perella Weinberg Partners Class A Common Stock
NASDAQ:PWPPW,PWPPW,Perella Weinberg Partners Warrant
NASDAQ:PWR,PWR,Quanta Services Inc. Common Stock
NASDAQ:PWSC,PWSC,PowerSchool Holdings Inc. Class A Common Stock
NASDAQ:PXD,PXD,Pioneer Natural Resources Company Common Stock
NASDAQ:PXLW,PXLW,Pixelworks Inc. Common Stock
NASDAQ:PXS,PXS,Pyxis Tankers Inc. Common Stock
NASDAQ:PXSAP,PXSAP,Pyxis Tankers Inc. 7.75% Series A Cumulative Convertible Preferred Shares
NASDAQ:PXSAW,PXSAW,Pyxis Tankers Inc. Warrant
NASDAQ:PYCR,PYCR,Paycor HCM Inc. Common Stock
NASDAQ:PYN,PYN,PIMCO New York Municipal Income Fund III Common Shares of Beneficial Interest
NASDAQ:PYPD,PYPD,PolyPid Ltd. Ordinary Shares
NASDAQ:PYPL,PYPL,PayPal Holdings Inc. Common Stock
NASDAQ:PYR,PYR,PyroGenesis Canada Inc. Common Shares
NASDAQ:PYS,PYS,Merrill Lynch Depositor Inc PPlus Tr Ser RRD-1 Tr Ctf Cl A
NASDAQ:PYT,PYT,PPlus Tr GSC-2 Tr Ctf Fltg Rate
NASDAQ:PYXS,PYXS,Pyxis Oncology Inc. Common Stock
NASDAQ:PZC,PZC,PIMCO California Municipal Income Fund III Common Shares of Beneficial Interest
NASDAQ:PZG,PZG,Paramount Gold Nevada Corp. Common Stock
NASDAQ:PZN,PZN,Pzena Investment Management Inc Class A Common Stock
NASDAQ:PZZA,PZZA,Papa John's International Inc. Common Stock
NASDAQ:QADA,QADA,QAD Inc. Class A Common Stock
NASDAQ:QADB,QADB,QAD Inc. Class B Common Stock
NASDAQ:QCOM,QCOM,QUALCOMM Incorporated Common Stock
NASDAQ:QCRH,QCRH,QCR Holdings Inc. Common Stock
NASDAQ:QD,QD,Qudian Inc. American Depositary Shares each representing one Class A Ordinary Share
NASDAQ:QDEL,QDEL,Quidel Corporation Common Stock
NASDAQ:QFIN,QFIN,360 DigiTech Inc. American Depositary Shares
NASDAQ:QFTA,QFTA,Quantum FinTech Acquisition Corporation Common Stock
NASDAQ:QGEN,QGEN,Qiagen N.V. Common Shares
NASDAQ:QH,QH,Quhuo Limited American Depository Shares
NASDAQ:QIPT,QIPT,Quipt Home Medical Corp. Common Shares
NASDAQ:QIWI,QIWI,QIWI plc American Depositary Shares
NASDAQ:QK,QK,Q&K International Group Limited American Depositary Shares
NASDAQ:QLGN,QLGN,Qualigen Therapeutics Inc. Common Stock
NASDAQ:QLI,QLI,Qilian International Holding Group Ltd. Ordinary Shares
NASDAQ:QLYS,QLYS,Qualys Inc. Common Stock
NASDAQ:QMCO,QMCO,Quantum Corporation Common Stock
NASDAQ:QNST,QNST,QuinStreet Inc. Common Stock
NASDAQ:QQQX,QQQX,Nuveen NASDAQ 100 Dynamic Overwrite Fund Shares of Beneficial Interest
NASDAQ:QRHC,QRHC,Quest Resource Holding Corporation Common Stock
NASDAQ:QRTEA,QRTEA,Qurate Retail Inc. Series A Common Stock
NASDAQ:QRTEB,QRTEB,Qurate Retail Inc. Series B Common Stock
NASDAQ:QRTEP,QRTEP,Qurate Retail Inc. 8.0% Fixed Rate Cumulative Redeemable Preferred Stock
NASDAQ:QRVO,QRVO,Qorvo Inc. Common Stock
NASDAQ:QS,QS,QuantumScape Corporation Class A Common Stock
NASDAQ:QSI,QSI,Quantum-Si Incorporated Class A Common Stock
NASDAQ:QSIAW,QSIAW,Quantum-Si Incorporated Warrant
NASDAQ:QSR,QSR,Restaurant Brands International Inc. Common Shares
NASDAQ:QTNT,QTNT,Quotient Limited Ordinary Shares
NASDAQ:QTRX,QTRX,Quanterix Corporation Common Stock
NASDAQ:QTT,QTT,Qutoutiao Inc. American Depositary Shares
NASDAQ:QTWO,QTWO,Q2 Holdings Inc. Common Stock
NASDAQ:QUAD,QUAD,Quad Graphics Inc Class A Common Stock
NASDAQ:QUBT,QUBT,Quantum Computing Inc. Common Stock
NASDAQ:QUIK,QUIK,QuickLogic Corporation Common Stock
NASDAQ:QUMU,QUMU,Qumu Corporation Common Stock
NASDAQ:QUOT,QUOT,Quotient Technology Inc. Common Stock
NASDAQ:QURE,QURE,uniQure N.V. Ordinary Shares
NASDAQ:QVCC,QVCC,QVC Inc. 6.250% Senior Secured Notes due 2068
NASDAQ:QVCD,QVCD,QVC Inc. 6.375% Senior Secured Notes due 2067
NASDAQ:R,R,Ryder System Inc. Common Stock
NASDAQ:RA,RA,Brookfield Real Assets Income Fund Inc. Common Stock
NASDAQ:RAAS,RAAS,Cloopen Group Holding Limited American Depositary Shares each representing two Class A Ordinary Shares
NASDAQ:RACB,RACB,Research Alliance Corp. II Class A Common Stock
NASDAQ:RACE,RACE,Ferrari N.V. Common Shares
NASDAQ:RAD,RAD,Rite Aid Corporation Common Stock
NASDAQ:RADA,RADA,RADA Electronic Industries Ltd. Ordinary Shares
NASDAQ:RADI,RADI,Radius Global Infrastructure Inc. Class A Common Stock
NASDAQ:RAIL,RAIL,FreightCar America Inc. Common Stock
NASDAQ:RAIN,RAIN,Rain Therapeutics Inc. Common Stock
NASDAQ:RAM,RAM,Aries I Acquisition Corporation Class A Ordinary Share
NASDAQ:RAMMU,RAMMU,Aries I Acquisition Corporation Unit
